Timestep,Episode,Reward,Exploration
0,0,-1,None
1,0,0.5,None
2,0,0.5,None
3,0,0.5,None
4,1,-1,None
5,1,-1,None
6,1,-1,None
7,1,0.5,None
8,1,0.5,None
9,2,-1,None
10,2,0.5,None
11,2,0.5,None
12,2,0.5,None
13,2,-1,None
14,3,0.5,None
15,3,-1,None
16,3,0.5,None
17,3,0.5,None
18,3,0.5,None
19,4,0.5,None
20,4,0.5,None
21,4,0.5,None
22,4,0.5,None
23,4,0.5,None
24,5,-1,None
25,5,-1,None
26,5,-1,None
27,5,-1,None
28,5,0.5,None
29,6,0.5,None
30,6,0.5,None
31,6,-1,None
32,6,0.5,None
33,6,-1,None
34,7,-1,None
35,7,0.5,None
36,7,0.5,None
37,7,0.5,None
38,7,0.5,None
39,8,0.5,None
40,8,0.5,None
41,8,-1,None
42,8,0.5,None
43,8,0.5,None
44,9,0.5,None
45,9,-1,None
46,9,0.5,None
47,9,0.5,None
48,9,0.5,None
49,10,0.5,None
50,10,0.5,None
51,10,0.5,None
52,10,0.5,None
53,10,-1,None
54,11,0.5,None
55,11,-1,None
56,12,1,None
57,12,-1,None
58,12,0.5,None
59,12,0.5,None
60,12,0.5,None
61,13,0.5,None
62,13,0.5,None
63,13,0.5,None
64,13,0.5,None
65,13,0.5,None
66,14,0.5,None
67,14,0.5,None
68,14,0.5,None
69,14,0.5,None
70,14,0.5,None
71,15,0.5,None
72,15,0.5,None
73,15,0.5,None
74,15,-1,None
75,15,0.5,None
76,16,0.5,None
77,17,1,None
78,17,-1,None
79,17,0.5,None
80,17,0.5,None
81,17,0.5,None
82,18,0.5,None
83,18,0.5,None
84,18,-1,None
85,18,0.5,None
86,19,1,None
87,19,0.5,None
88,19,-1,None
89,19,-1,None
90,19,0.5,None
91,20,0.5,None
92,20,0.5,None
93,20,0.5,None
94,21,1,None
95,21,0.5,None
96,21,0.5,None
97,21,0.5,None
98,21,0.5,None
99,22,0.5,None
100,22,-1,None
101,22,0.5,None
102,22,0.5,None
103,22,0.5,None
104,23,0.5,None
105,23,0.5,None
106,23,0.5,None
107,23,0.5,None
108,23,-1,None
109,24,1,None
110,24,0.5,None
111,24,-1,None
112,24,0.5,None
113,24,0.5,None
114,25,0.5,None
115,25,0.5,None
116,25,0.5,None
117,25,0.5,None
118,25,0.5,None
119,26,0.5,None
120,26,0.5,None
121,26,0.5,None
122,26,0.5,None
123,26,-1,None
124,27,-1,None
125,27,0.5,None
126,27,0.5,None
127,27,0.5,None
128,27,0.5,None
129,28,-1,None
130,28,0.5,None
131,28,-1,None
132,29,1,None
133,29,0.5,None
134,29,0.5,None
135,29,0.5,None
136,29,0.5,None
137,30,0.5,None
138,30,-1,None
139,30,0.5,None
140,30,0.5,None
141,30,0.5,None
142,31,0.5,None
143,31,0.5,None
144,31,0.5,None
145,31,0.5,None
146,32,1,None
147,32,-1,None
148,32,0.5,None
149,32,0.5,None
150,32,0.5,None
151,33,0.5,None
152,33,0.5,None
153,33,-1,None
154,33,-1,None
155,33,-1,None
156,34,0.5,None
157,34,0.5,None
158,34,-1,None
159,34,0.5,None
160,34,0.5,None
161,35,-1,None
162,35,0.5,None
163,35,0.5,None
164,35,0.5,None
165,35,0.5,None
166,36,0.5,None
167,36,0.5,None
168,36,0.5,None
169,36,-1,None
170,36,0.5,None
171,37,-1,None
172,37,0.5,None
173,37,0.5,None
174,37,0.5,None
175,37,0.5,None
176,38,1,None
177,38,0.5,None
178,38,0.5,None
179,38,0.5,None
180,38,0.5,None
181,39,-1,None
182,39,0.5,None
183,39,-1,None
184,39,0.5,None
185,39,-1,None
186,40,0.5,None
187,40,-1,None
188,40,0.5,None
189,40,0.5,None
190,40,-1,None
191,41,-1,None
192,41,-1,None
193,41,-1,None
194,41,0.5,None
195,41,0.5,None
196,42,0.5,None
197,42,0.5,None
198,42,0.5,None
199,43,1,None
200,43,0.5,None
201,43,-1,None
202,43,0.5,None
203,43,-1,None
204,44,1,None
205,44,-1,None
206,44,0.5,None
207,44,-1,None
208,44,0.5,None
209,45,0.5,None
210,45,0.5,None
211,45,0.5,None
212,45,-1,None
213,45,-1,None
214,46,0.5,None
215,46,0.5,None
216,46,0.5,None
217,46,0.5,None
218,46,-1,None
219,47,-1,None
220,47,0.5,None
221,47,0.5,None
222,47,0.5,None
223,47,0.5,None
224,48,1,None
225,48,0.5,None
226,48,0.5,None
227,48,0.5,None
228,48,0.5,None
229,49,0.5,None
230,49,-1,None
231,49,0.5,None
232,49,0.5,None
233,49,0.5,None
234,50,0.5,None
235,50,-1,None
236,50,-1,None
237,50,0.5,None
238,50,0.5,None
239,51,0.5,None
240,51,0.5,None
241,51,0.5,None
242,51,-1,None
243,51,0.5,None
244,52,0.5,None
245,52,0.5,None
246,52,0.5,None
247,52,-1,None
248,52,-1,None
249,53,-1,None
250,54,1,None
251,54,0.5,None
252,54,-1,None
253,54,0.5,None
254,54,0.5,None
255,55,0.5,None
256,55,-1,None
257,55,-1,None
258,55,-1,None
259,55,0.5,None
260,56,0.5,None
261,56,0.5,None
262,56,0.5,None
263,56,0.5,None
264,57,1,None
265,57,-1,None
266,57,0.5,None
267,57,-1,None
268,57,0.5,None
269,58,-1,None
270,58,0.5,None
271,58,0.5,None
272,58,0.5,None
273,58,0.5,None
274,59,0.5,None
275,59,0.5,None
276,59,0.5,None
277,59,-1,None
278,59,0.5,None
279,60,-1,None
280,60,0.5,None
281,60,0.5,None
282,60,0.5,None
283,60,0.5,None
284,61,0.5,None
285,61,0.5,None
286,61,0.5,None
287,61,-1,None
288,61,0.5,None
289,62,0.5,None
290,62,0.5,None
291,62,0.5,None
292,62,0.5,None
293,62,0.5,None
294,63,0.5,None
295,63,-1,None
296,63,0.5,None
297,63,0.5,None
298,63,0.5,None
299,64,-1,None
300,64,0.5,None
301,64,-1,None
302,64,0.5,None
303,64,0.5,None
304,65,0.5,None
305,65,-1,None
306,65,0.5,None
307,65,-1,None
308,65,-1,None
309,66,-1,None
310,66,0.5,None
311,66,0.5,None
312,66,0.5,None
313,66,-1,None
314,67,0.5,None
315,67,0.5,None
316,67,-1,None
317,67,-1,None
318,67,0.5,None
319,68,0.5,None
320,68,0.5,None
321,68,-1,None
322,68,0.5,None
323,68,0.5,None
324,69,0.5,None
325,69,0.5,None
326,69,0.5,None
327,69,0.5,None
328,69,0.5,None
329,70,-1,None
330,71,1,None
331,71,0.5,None
332,71,0.5,None
333,71,0.5,None
334,71,0.5,None
335,72,0.5,None
336,72,0.5,None
337,72,0.5,None
338,72,0.5,None
339,72,0.5,None
340,73,1,None
341,73,0.5,None
342,73,0.5,None
343,73,-1,None
344,73,0.5,None
345,74,1,None
346,74,0.5,None
347,74,0.5,None
348,74,0.5,None
349,74,0.5,None
350,75,0.5,None
351,75,0.5,None
352,75,0.5,None
353,75,-1,None
354,75,0.5,None
355,76,0.5,None
356,76,0.5,None
357,76,0.5,None
358,76,-1,None
359,76,-1,None
360,77,0.5,None
361,77,0.5,None
362,77,0.5,None
363,77,-1,None
364,77,0.5,None
365,78,0.5,None
366,78,0.5,None
367,78,0.5,None
368,78,0.5,None
369,78,-1,None
370,79,0.5,None
371,79,-1,None
372,79,-1,None
373,79,0.5,None
374,79,-1,None
375,80,0.5,None
376,80,0.5,None
377,80,0.5,None
378,80,0.5,None
379,80,0.5,None
380,81,-1,None
381,81,0.5,None
382,81,0.5,None
383,81,-1,None
384,81,0.5,None
385,82,0.5,None
386,83,1,None
387,83,0.5,None
388,83,0.5,None
389,83,0.5,None
390,84,1,None
391,84,-1,None
392,84,0.5,None
393,84,-1,None
394,84,0.5,None
395,85,0.5,None
396,85,0.5,None
397,85,0.5,None
398,85,0.5,None
399,85,0.5,None
400,86,0.5,None
401,86,0.5,None
402,86,0.5,None
403,86,0.5,None
404,86,0.5,None
405,87,0.5,None
406,87,0.5,None
407,88,1,None
408,88,-1,None
409,88,0.5,None
410,88,0.5,None
411,88,-1,None
412,89,0.5,None
413,89,-1,None
414,90,1,None
415,90,0.5,None
416,90,-1,None
417,90,0.5,None
418,90,0.5,None
419,91,-1,None
420,91,-1,None
421,91,0.5,None
422,91,0.5,None
423,91,0.5,None
424,92,0.5,None
425,92,0.5,None
426,92,0.5,None
427,92,-1,None
428,92,0.5,None
429,93,0.5,None
430,93,0.5,None
431,93,0.5,None
432,93,0.5,None
433,94,1,None
434,94,0.5,None
435,94,0.5,None
436,94,0.5,None
437,94,-1,None
438,95,0.5,None
439,96,1,None
440,96,0.5,None
441,96,0.5,None
442,96,0.5,None
443,96,-1,None
444,97,0.5,None
445,98,1,None
446,98,0.5,None
447,98,0.5,None
448,98,0.5,None
449,98,0.5,None
450,99,0.5,None
451,99,-1,None
452,100,1,None
453,100,0.5,None
454,100,0.5,None
455,100,0.5,None
456,100,0.5,None
457,101,0.5,None
458,101,0.5,None
459,101,0.5,None
460,101,0.5,None
461,101,-1,None
462,102,-1,None
463,102,0.5,None
464,103,1,None
465,103,0.5,None
466,104,1,None
467,104,0.5,None
468,104,0.5,None
469,104,-1,None
470,104,0.5,None
471,105,0.5,None
472,105,0.5,None
473,105,0.5,None
474,105,-1,None
475,105,0.5,None
476,106,0.5,None
477,106,0.5,None
478,106,0.5,None
479,106,-1,None
480,106,0.5,None
481,107,0.5,None
482,107,0.5,None
483,107,0.5,None
484,107,0.5,None
485,107,-1,None
486,108,0.5,None
487,108,0.5,None
488,108,0.5,None
489,108,0.5,None
490,108,0.5,None
491,109,0.5,None
492,109,0.5,None
493,109,0.5,None
494,109,-1,None
495,109,0.5,None
496,110,0.5,None
497,110,-1,None
498,111,1,None
499,111,0.5,None
500,111,0.5,None
501,111,0.5,None
502,111,-1,None
503,112,0.5,None
504,112,0.5,None
505,112,0.5,None
506,112,0.5,None
507,112,0.5,None
508,113,0.5,None
509,113,0.5,None
510,113,0.5,None
511,113,-1,None
512,114,1,None
513,114,0.5,None
514,114,0.5,None
515,114,0.5,None
516,114,0.5,None
517,115,-1,None
518,115,-1,None
519,115,0.5,None
520,115,0.5,None
521,115,0.5,None
522,116,0.5,None
523,116,0.5,None
524,116,-1,None
525,116,0.5,None
526,116,0.5,None
527,117,-1,None
528,117,0.5,None
529,117,0.5,None
530,117,0.5,None
531,118,1,None
532,118,0.5,None
533,118,0.5,None
534,118,0.5,None
535,118,-1,None
536,119,0.5,None
537,119,0.5,None
538,119,-1,None
539,119,0.5,None
540,119,-1,None
541,120,0.5,None
542,120,0.5,None
543,120,-1,None
544,120,-1,None
545,120,-1,None
546,121,0.5,None
547,121,0.5,None
548,121,0.5,None
549,121,-1,None
550,121,-1,None
551,122,0.5,None
552,122,-1,None
553,122,0.5,None
554,122,0.5,None
555,122,0.5,None
556,123,0.5,None
557,123,0.5,None
558,123,0.5,None
559,123,0.5,None
560,123,0.5,None
561,124,0.5,None
562,124,0.5,None
563,124,0.5,None
564,124,0.5,None
565,124,0.5,None
566,125,-1,None
567,125,0.5,None
568,125,0.5,None
569,125,0.5,None
570,125,-1,None
571,126,-1,None
572,126,-1,None
573,126,0.5,None
574,126,0.5,None
575,126,0.5,None
576,127,0.5,None
577,127,-1,None
578,127,0.5,None
579,127,0.5,None
580,127,-1,None
581,128,0.5,None
582,128,0.5,None
583,128,0.5,None
584,128,0.5,None
585,128,0.5,None
586,129,1,None
587,129,0.5,None
588,129,0.5,None
589,129,0.5,None
590,129,0.5,None
591,130,0.5,None
592,131,1,None
593,132,1,None
594,132,0.5,None
595,132,-1,None
596,132,0.5,None
597,132,0.5,None
598,133,0.5,None
599,133,0.5,None
600,133,0.5,None
601,133,0.5,None
602,133,0.5,None
603,134,0.5,None
604,134,0.5,None
605,134,0.5,None
606,134,0.5,None
607,134,0.5,None
608,135,0.5,None
609,135,-1,None
610,135,0.5,None
611,135,0.5,None
612,135,0.5,None
613,136,0.5,None
614,136,0.5,None
615,137,1,None
616,137,0.5,None
617,137,-1,None
618,137,0.5,None
619,137,-1,None
620,138,0.5,None
621,139,1,None
622,139,0.5,None
623,140,1,None
624,140,-1,None
625,140,-1,None
626,140,0.5,None
627,140,0.5,None
628,141,0.5,None
629,141,-1,None
630,141,0.5,None
631,141,0.5,None
632,141,0.5,None
633,142,0.5,None
634,142,0.5,None
635,142,0.5,None
636,142,-1,None
637,142,-1,None
638,143,0.5,None
639,143,0.5,None
640,143,-1,None
641,143,0.5,None
642,143,-1,None
643,144,-1,None
644,144,-1,None
645,144,0.5,None
646,144,-1,None
647,145,1,None
648,145,0.5,None
649,145,-1,None
650,145,0.5,None
651,145,0.5,None
652,146,0.5,None
653,146,0.5,None
654,146,0.5,None
655,146,0.5,None
656,146,0.5,None
657,147,-1,None
658,147,0.5,None
659,147,0.5,None
660,147,0.5,None
661,147,0.5,None
662,148,0.5,None
663,148,0.5,None
664,148,0.5,None
665,148,0.5,None
666,148,0.5,None
667,149,0.5,None
668,150,1,None
669,150,0.5,None
670,150,0.5,None
671,150,0.5,None
672,150,0.5,None
673,151,0.5,None
674,151,0.5,None
675,151,-1,None
676,151,-1,None
677,151,0.5,None
678,152,-1,None
679,152,0.5,None
680,152,0.5,None
681,152,0.5,None
682,152,0.5,None
683,153,-1,None
684,153,0.5,None
685,153,0.5,None
686,153,-1,None
687,154,1,None
688,154,0.5,None
689,154,0.5,None
690,155,1,None
691,155,0.5,None
692,155,0.5,None
693,155,0.5,None
694,155,0.5,None
695,156,0.5,None
696,156,0.5,None
697,156,0.5,None
698,156,0.5,None
699,156,-1,None
700,157,0.5,None
701,157,0.5,None
702,157,0.5,None
703,157,-1,None
704,157,0.5,None
705,158,-1,None
706,158,0.5,None
707,158,0.5,None
708,158,0.5,None
709,158,0.5,None
710,159,-1,None
711,159,0.5,None
712,159,0.5,None
713,159,-1,None
714,160,1,None
715,160,0.5,None
716,160,0.5,None
717,160,0.5,None
718,160,0.5,None
719,161,0.5,None
720,161,0.5,None
721,161,0.5,None
722,161,0.5,None
723,161,-1,None
724,162,0.5,None
725,162,0.5,None
726,162,0.5,None
727,162,0.5,None
728,162,0.5,None
729,163,0.5,None
730,163,0.5,None
