Timestep,Episode,Reward,Exploration
0,0,-1,None
1,0,0.5,None
2,0,0.5,None
3,0,0.5,None
4,1,-1,None
5,1,0.5,None
6,1,0.5,None
7,1,-1,None
8,2,1,None
9,2,0.5,None
10,2,0.5,None
11,3,1,None
12,3,0.5,None
13,3,0.5,None
14,3,-1,None
15,3,-1,None
16,4,0.5,None
17,4,-1,None
18,4,0.5,None
19,4,0.5,None
20,4,-1,None
21,5,-1,None
22,5,0.5,None
23,5,0.5,None
24,5,0.5,None
25,5,-1,None
26,6,0.5,None
27,6,-1,None
28,6,0.5,None
29,6,0.5,None
30,6,-1,None
31,7,0.5,None
32,8,1,None
33,8,-1,None
34,8,0.5,None
35,8,-1,None
36,8,0.5,None
37,9,0.5,None
38,10,1,None
39,10,-1,None
40,10,-1,None
41,11,1,None
42,11,-1,None
43,11,0.5,None
44,11,-1,None
45,11,0.5,None
46,12,-1,None
47,12,0.5,None
48,12,-1,None
49,12,0.5,None
50,12,0.5,None
51,13,-1,None
52,13,0.5,None
53,13,-1,None
54,13,-1,None
55,13,0.5,None
56,14,0.5,None
57,14,0.5,None
58,14,0.5,None
59,14,-1,None
60,14,0.5,None
61,15,-1,None
62,15,-1,None
63,15,0.5,None
64,15,-1,None
65,15,0.5,None
66,16,0.5,None
67,16,-1,None
68,16,0.5,None
69,16,0.5,None
70,16,0.5,None
71,17,0.5,None
72,17,0.5,None
73,18,1,None
74,18,0.5,None
75,18,0.5,None
76,18,0.5,None
77,18,0.5,None
78,19,0.5,None
79,19,0.5,None
80,19,0.5,None
81,19,-1,None
82,19,0.5,None
83,20,0.5,None
84,20,0.5,None
85,20,-1,None
86,20,0.5,None
87,20,-1,None
88,21,0.5,None
89,21,-1,None
90,21,0.5,None
91,21,0.5,None
92,21,0.5,None
93,22,0.5,None
94,22,-1,None
95,22,-1,None
96,23,1,None
97,23,0.5,None
98,23,0.5,None
99,23,0.5,None
100,23,0.5,None
101,24,-1,None
102,24,-1,None
103,24,0.5,None
104,24,0.5,None
105,24,0.5,None
106,25,0.5,None
107,25,0.5,None
108,25,0.5,None
109,25,0.5,None
110,26,1,None
111,26,-1,None
112,26,0.5,None
113,26,0.5,None
114,26,0.5,None
115,27,0.5,None
116,28,1,None
117,28,0.5,None
118,28,0.5,None
119,28,0.5,None
120,28,0.5,None
121,29,-1,None
122,29,0.5,None
123,30,1,None
124,30,-1,None
125,30,0.5,None
126,30,0.5,None
127,30,0.5,None
128,31,-1,None
129,31,-1,None
130,31,-1,None
131,31,0.5,None
132,31,0.5,None
133,32,-1,None
134,32,0.5,None
135,32,-1,None
136,33,1,None
137,33,0.5,None
138,33,-1,None
139,33,-1,None
140,33,0.5,None
141,34,-1,None
142,34,-1,None
143,35,1,None
144,35,0.5,None
145,35,0.5,None
146,35,0.5,None
147,35,-1,None
148,36,-1,None
149,36,0.5,None
150,36,0.5,None
151,36,-1,None
152,36,0.5,None
153,37,0.5,None
154,37,-1,None
155,37,0.5,None
156,37,0.5,None
157,37,0.5,None
158,38,-1,None
159,38,-1,None
160,38,0.5,None
161,38,0.5,None
162,38,0.5,None
163,39,0.5,None
164,39,0.5,None
165,39,-1,None
166,39,0.5,None
167,39,-1,None
168,40,0.5,None
169,41,1,None
170,41,0.5,None
171,41,0.5,None
172,41,0.5,None
173,41,0.5,None
174,42,0.5,None
175,42,0.5,None
176,42,0.5,None
177,42,-1,None
178,42,0.5,None
179,43,0.5,None
180,43,0.5,None
181,43,0.5,None
182,43,0.5,None
183,43,0.5,None
184,44,0.5,None
185,45,1,None
186,45,0.5,None
187,45,0.5,None
188,45,0.5,None
189,45,0.5,None
190,46,0.5,None
191,46,0.5,None
192,46,0.5,None
193,46,0.5,None
194,46,-1,None
195,47,0.5,None
196,47,0.5,None
197,47,0.5,None
198,48,1,None
199,48,0.5,None
200,48,0.5,None
201,48,0.5,None
202,48,0.5,None
203,49,0.5,None
204,49,0.5,None
205,49,-1,None
206,49,-1,None
207,49,0.5,None
208,50,0.5,None
209,50,-1,None
210,50,0.5,None
211,50,-1,None
212,50,0.5,None
213,51,0.5,None
214,51,0.5,None
215,51,0.5,None
216,52,1,None
217,52,0.5,None
218,52,0.5,None
219,52,0.5,None
220,52,0.5,None
221,53,-1,None
222,53,-1,None
223,53,0.5,None
224,53,0.5,None
225,53,0.5,None
226,54,0.5,None
227,54,0.5,None
228,54,0.5,None
229,54,-1,None
230,54,0.5,None
231,55,0.5,None
232,55,0.5,None
233,55,0.5,None
234,55,-1,None
235,55,-1,None
236,56,0.5,None
237,56,0.5,None
238,56,0.5,None
239,56,-1,None
240,56,0.5,None
241,57,-1,None
242,57,-1,None
243,57,0.5,None
244,57,-1,None
245,57,-1,None
246,58,0.5,None
247,58,0.5,None
248,58,0.5,None
249,58,0.5,None
250,58,0.5,None
251,59,-1,None
252,59,0.5,None
253,59,-1,None
254,59,0.5,None
255,59,0.5,None
256,60,0.5,None
257,60,0.5,None
258,60,-1,None
259,60,0.5,None
260,60,-1,None
261,61,-1,None
262,61,-1,None
263,61,0.5,None
264,61,0.5,None
265,61,0.5,None
266,62,-1,None
267,62,0.5,None
268,62,-1,None
269,62,-1,None
270,62,0.5,None
271,63,-1,None
272,63,0.5,None
273,63,0.5,None
274,63,0.5,None
275,63,0.5,None
276,64,0.5,None
277,64,-1,None
278,64,0.5,None
279,64,-1,None
280,64,0.5,None
281,65,-1,None
282,65,0.5,None
283,65,-1,None
284,65,0.5,None
285,65,-1,None
286,66,0.5,None
287,66,0.5,None
288,66,0.5,None
289,66,0.5,None
290,66,0.5,None
291,67,0.5,None
292,67,-1,None
293,67,-1,None
294,68,1,None
295,68,0.5,None
296,68,0.5,None
297,69,1,None
298,69,0.5,None
299,69,-1,None
300,69,0.5,None
301,69,0.5,None
302,70,0.5,None
303,70,0.5,None
304,70,0.5,None
305,70,0.5,None
306,70,0.5,None
307,71,-1,None
308,71,-1,None
309,71,0.5,None
310,71,-1,None
311,71,0.5,None
312,72,0.5,None
313,72,0.5,None
314,72,0.5,None
315,72,0.5,None
316,73,1,None
317,73,0.5,None
318,73,-1,None
319,73,0.5,None
320,74,1,None
321,74,0.5,None
322,74,-1,None
323,74,0.5,None
324,74,0.5,None
325,75,0.5,None
326,75,0.5,None
327,75,0.5,None
328,75,-1,None
329,75,0.5,None
330,76,-1,None
331,76,0.5,None
332,76,0.5,None
333,76,0.5,None
334,76,0.5,None
335,77,0.5,None
336,77,-1,None
337,77,0.5,None
338,77,-1,None
339,77,0.5,None
340,78,-1,None
341,78,0.5,None
342,78,0.5,None
343,78,0.5,None
344,78,0.5,None
345,79,0.5,None
346,79,-1,None
347,79,0.5,None
348,80,1,None
349,81,1,None
350,81,0.5,None
351,81,0.5,None
352,81,0.5,None
353,81,0.5,None
354,82,1,None
355,82,0.5,None
356,82,0.5,None
357,82,-1,None
358,82,0.5,None
359,83,0.5,None
360,83,0.5,None
361,83,0.5,None
362,84,1,None
363,84,-1,None
364,84,0.5,None
365,84,0.5,None
366,84,0.5,None
367,85,-1,None
368,85,0.5,None
369,85,0.5,None
370,85,0.5,None
371,85,0.5,None
372,86,0.5,None
373,86,0.5,None
374,86,-1,None
375,86,0.5,None
376,86,0.5,None
377,87,0.5,None
378,87,0.5,None
379,87,0.5,None
380,87,0.5,None
381,87,0.5,None
382,88,0.5,None
383,88,0.5,None
384,88,0.5,None
385,88,0.5,None
386,88,0.5,None
387,89,0.5,None
388,89,-1,None
389,89,0.5,None
390,89,0.5,None
391,89,-1,None
392,90,0.5,None
393,90,0.5,None
394,90,0.5,None
395,90,0.5,None
396,90,0.5,None
397,91,0.5,None
398,92,1,None
399,92,0.5,None
400,92,0.5,None
401,92,0.5,None
402,92,0.5,None
403,93,0.5,None
404,93,-1,None
405,93,0.5,None
406,93,0.5,None
407,93,0.5,None
408,94,0.5,None
409,94,0.5,None
410,94,-1,None
411,94,0.5,None
412,94,0.5,None
413,95,0.5,None
414,95,-1,None
415,96,1,None
416,96,0.5,None
417,96,0.5,None
418,96,0.5,None
419,96,0.5,None
420,97,-1,None
421,97,0.5,None
422,97,0.5,None
423,97,-1,None
424,97,-1,None
425,98,0.5,None
426,98,0.5,None
427,98,0.5,None
428,98,-1,None
429,98,-1,None
430,99,1,None
431,99,-1,None
432,99,-1,None
433,99,0.5,None
434,99,0.5,None
435,100,0.5,None
436,100,0.5,None
437,100,0.5,None
438,100,0.5,None
439,100,0.5,None
440,101,-1,None
441,101,0.5,None
442,101,0.5,None
443,101,0.5,None
444,101,0.5,None
445,102,0.5,None
446,102,0.5,None
447,102,0.5,None
448,102,0.5,None
449,102,0.5,None
450,103,-1,None
451,103,0.5,None
452,103,0.5,None
453,103,-1,None
454,103,-1,None
455,104,0.5,None
456,104,0.5,None
457,104,0.5,None
458,104,0.5,None
459,104,-1,None
460,105,0.5,None
461,105,0.5,None
462,105,-1,None
463,105,0.5,None
464,105,-1,None
465,106,0.5,None
466,106,-1,None
467,106,0.5,None
468,106,-1,None
469,106,0.5,None
470,107,0.5,None
471,107,0.5,None
472,107,0.5,None
473,107,-1,None
474,107,-1,None
475,108,-1,None
476,108,0.5,None
477,108,-1,None
478,108,-1,None
479,108,0.5,None
480,109,-1,None
481,109,0.5,None
482,109,0.5,None
483,109,0.5,None
484,109,-1,None
485,110,0.5,None
486,110,0.5,None
487,110,0.5,None
488,110,0.5,None
489,110,0.5,None
490,111,-1,None
491,111,0.5,None
492,111,0.5,None
493,111,0.5,None
494,111,0.5,None
495,112,0.5,None
496,112,-1,None
497,112,0.5,None
498,112,-1,None
499,112,0.5,None
500,113,-1,None
501,113,0.5,None
502,113,0.5,None
503,113,0.5,None
504,113,0.5,None
505,114,0.5,None
506,114,-1,None
507,114,0.5,None
508,114,-1,None
509,114,0.5,None
510,115,-1,None
511,115,-1,None
512,115,-1,None
513,115,-1,None
514,115,-1,None
515,116,0.5,None
516,116,0.5,None
517,116,0.5,None
518,116,0.5,None
519,117,1,None
520,117,0.5,None
521,117,0.5,None
522,117,0.5,None
523,117,-1,None
524,118,0.5,None
525,118,0.5,None
526,118,-1,None
527,118,-1,None
528,118,-1,None
529,119,0.5,None
530,119,0.5,None
531,119,-1,None
532,119,0.5,None
533,119,0.5,None
534,120,0.5,None
535,120,0.5,None
536,120,0.5,None
537,121,1,None
538,121,-1,None
539,121,0.5,None
540,121,0.5,None
541,121,0.5,None
542,122,-1,None
543,122,0.5,None
544,122,0.5,None
545,122,0.5,None
546,122,0.5,None
547,123,0.5,None
548,123,0.5,None
549,123,0.5,None
550,123,0.5,None
551,123,-1,None
552,124,0.5,None
553,124,0.5,None
554,124,-1,None
555,124,0.5,None
556,124,0.5,None
557,125,0.5,None
558,125,0.5,None
559,125,-1,None
560,125,0.5,None
561,125,0.5,None
562,126,0.5,None
563,126,0.5,None
564,126,0.5,None
565,126,0.5,None
566,126,0.5,None
567,127,-1,None
568,127,0.5,None
569,127,-1,None
570,127,-1,None
571,127,0.5,None
572,128,0.5,None
573,128,0.5,None
574,128,0.5,None
575,128,0.5,None
576,128,0.5,None
577,129,0.5,None
578,129,-1,None
579,129,0.5,None
580,129,0.5,None
581,129,0.5,None
582,130,0.5,None
583,130,0.5,None
584,130,0.5,None
585,130,0.5,None
586,131,1,None
587,131,0.5,None
588,131,-1,None
589,131,0.5,None
590,132,1,None
591,132,0.5,None
592,132,-1,None
593,132,0.5,None
594,132,0.5,None
595,133,1,None
596,133,0.5,None
597,133,0.5,None
598,134,1,None
599,134,-1,None
600,134,-1,None
601,134,0.5,None
602,134,-1,None
603,135,0.5,None
604,135,0.5,None
605,135,0.5,None
606,135,0.5,None
607,135,-1,None
608,136,0.5,None
609,136,0.5,None
610,136,0.5,None
611,136,0.5,None
612,136,0.5,None
613,137,0.5,None
614,137,0.5,None
615,137,0.5,None
616,137,0.5,None
617,137,0.5,None
618,138,-1,None
619,138,0.5,None
620,138,0.5,None
621,138,-1,None
622,138,0.5,None
623,139,-1,None
624,139,0.5,None
625,139,0.5,None
626,139,-1,None
627,139,0.5,None
628,140,0.5,None
629,140,0.5,None
630,140,0.5,None
631,141,1,None
632,141,0.5,None
633,141,0.5,None
634,141,-1,None
635,141,0.5,None
636,142,0.5,None
637,142,-1,None
638,142,0.5,None
639,142,0.5,None
640,142,0.5,None
641,143,0.5,None
642,143,0.5,None
643,143,0.5,None
644,143,0.5,None
645,143,-1,None
646,144,0.5,None
647,144,0.5,None
648,144,-1,None
649,144,-1,None
650,144,0.5,None
651,145,0.5,None
652,145,0.5,None
653,145,-1,None
654,145,0.5,None
655,145,0.5,None
656,146,0.5,None
657,146,0.5,None
658,146,0.5,None
659,147,1,None
660,147,0.5,None
661,147,-1,None
662,147,-1,None
663,147,0.5,None
664,148,0.5,None
665,148,0.5,None
666,148,0.5,None
667,148,0.5,None
668,148,0.5,None
669,149,-1,None
670,149,0.5,None
671,149,0.5,None
672,149,0.5,None
673,149,0.5,None
674,150,-1,None
675,150,0.5,None
676,150,0.5,None
677,150,0.5,None
678,150,0.5,None
679,151,0.5,None
680,151,0.5,None
681,151,0.5,None
682,152,1,None
683,153,1,None
684,153,0.5,None
685,153,-1,None
686,153,0.5,None
687,153,-1,None
688,154,-1,None
689,154,0.5,None
690,154,0.5,None
691,154,0.5,None
692,154,0.5,None
693,155,-1,None
694,155,0.5,None
695,155,0.5,None
696,155,0.5,None
697,155,0.5,None
698,156,0.5,None
699,157,1,None
700,157,0.5,None
701,157,-1,None
702,158,1,None
703,158,0.5,None
704,158,0.5,None
705,158,0.5,None
706,158,0.5,None
707,159,0.5,None
708,159,-1,None
709,159,-1,None
710,159,0.5,None
711,159,0.5,None
712,160,-1,None
713,160,0.5,None
714,160,0.5,None
715,160,0.5,None
716,160,0.5,None
717,161,0.5,None
718,161,-1,None
719,161,0.5,None
720,161,0.5,None
721,161,-1,None
722,162,0.5,None
723,162,0.5,None
724,162,-1,None
725,162,0.5,None
726,163,1,None
727,163,0.5,None
728,163,0.5,None
729,163,0.5,None
730,163,-1,None
731,164,0.5,None
732,164,0.5,None
733,164,-1,None
