Timestep,Episode,Reward,Exploration
0,0,0.5,None
1,0,0.5,None
2,0,0.5,None
3,1,1,None
4,2,1,None
5,2,0.5,None
6,2,0.5,None
7,2,0.5,None
8,2,0.5,None
9,3,0.5,None
10,3,0.5,None
11,3,0.5,None
12,3,0.5,None
13,3,-1,None
14,4,0.5,None
15,4,0.5,None
16,4,0.5,None
17,4,0.5,None
18,4,0.5,None
19,5,-1,None
20,5,0.5,None
21,5,0.5,None
22,5,-1,None
23,5,0.5,None
24,6,0.5,None
25,6,0.5,None
26,6,0.5,None
27,6,-1,None
28,6,0.5,None
29,7,0.5,None
30,7,0.5,None
31,7,0.5,None
32,7,0.5,None
33,7,0.5,None
34,8,0.5,None
35,8,0.5,None
36,8,0.5,None
37,8,0.5,None
38,8,0.5,None
39,9,0.5,None
40,10,1,None
41,10,-1,None
42,10,0.5,None
43,10,0.5,None
44,10,0.5,None
45,11,0.5,None
46,11,0.5,None
47,11,0.5,None
48,11,-1,None
49,11,0.5,None
50,12,0.5,None
51,12,-1,None
52,12,0.5,None
53,12,-1,None
54,12,0.5,None
55,13,0.5,None
56,13,-1,None
57,13,0.5,None
58,14,1,None
59,14,0.5,None
60,14,0.5,None
61,14,-1,None
62,14,0.5,None
63,15,0.5,None
64,15,0.5,None
65,15,-1,None
66,15,0.5,None
67,15,-1,None
68,16,0.5,None
69,16,0.5,None
70,17,1,None
71,17,0.5,None
72,17,0.5,None
73,17,0.5,None
74,17,0.5,None
75,18,0.5,None
76,18,0.5,None
77,18,0.5,None
78,18,0.5,None
79,18,0.5,None
80,19,-1,None
81,19,0.5,None
82,19,-1,None
83,19,0.5,None
84,19,0.5,None
85,20,-1,None
86,20,0.5,None
87,20,0.5,None
88,20,-1,None
89,20,-1,None
90,21,0.5,None
91,21,0.5,None
92,21,0.5,None
93,21,-1,None
94,21,0.5,None
95,22,0.5,None
96,22,0.5,None
97,22,0.5,None
98,22,0.5,None
99,22,0.5,None
100,23,0.5,None
101,23,0.5,None
102,23,0.5,None
103,23,0.5,None
104,23,0.5,None
